project_id,title,description,brecha_ids
169,"MEJORAMIENTO DEL SERVICIO DE RECREACIÃ¿N ACTIVA Y PASIVA  EN EL ASENTAMIENTO HUMANO MARGINAL CIUDAD NUEVA COMITÃ¿ N5 , DISTRITO DE CIUDAD NUEVA - TACNA - TACNA","MEJORAMIENTO DEL SERVICIO DE RECREACIÃ¿N ACTIVA Y PASIVA  EN EL ASENTAMIENTO HUMANO MARGINAL CIUDAD NUEVA COMITÃ¿ N5 , DISTRITO DE CIUDAD NUEVA - TACNA - TACNA",30
170,"MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN LA CALLE CHARANGO TRAMO AV. CELESTINO VARGAS - AV. LOS ANGELES, DISTRITO DE POCOLLAY - TACNA - TACNA","MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN LA CALLE CHARANGO TRAMO AV. CELESTINO VARGAS - AV. LOS ANGELES, DISTRITO DE POCOLLAY - TACNA - TACNA",18
171,"INSTALACION DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO EN LA JUNTA DE COMPRADORES ALTO CHORILLOS, DISTRITO DE POCOLLAY - TACNA - TACNA","INSTALACION DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO EN LA JUNTA DE COMPRADORES ALTO CHORILLOS, DISTRITO DE POCOLLAY - TACNA - TACNA",19
172,"INSTALACION DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO EN LA JUNTA DE COMPRADORES ALTO CHORILLOS, DISTRITO DE POCOLLAY - TACNA - TACNA","INSTALACION DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO EN LA JUNTA DE COMPRADORES ALTO CHORILLOS, DISTRITO DE POCOLLAY - TACNA - TACNA",20
173,"MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN LA URBANIZACION SANTA LUCIA, DISTRITO DE CORONEL GREGORIO ALBARRACIN LANCHIPA - TACNA - TACNA","MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN LA URBANIZACION SANTA LUCIA, DISTRITO DE CORONEL GREGORIO ALBARRACIN LANCHIPA - TACNA - TACNA",18
174,"MEJORAMIENTO DEL CAMPO DEPORTIVO EN LA J.V. LAS CASUARINAS, DISTRITO DE CORONEL GREGORIO ALBARRACIN LANCHIPA - TACNA - TACNA","MEJORAMIENTO DEL CAMPO DEPORTIVO EN LA J.V. LAS CASUARINAS, DISTRITO DE CORONEL GREGORIO ALBARRACIN LANCHIPA - TACNA - TACNA",30
175,"INSTALACION DEL SERVICIO DE ABASTECIMIENTO DE AGUA POTABLE Y SANEAMIENTO BASICO EN EL ANEXO DE SAGOLLO Y EN LA POBLACION DISPERSA DEL ANEXO DE CHIPE, DISTRITO DE LOCUMBA, PROVINCIA DE JORGE BASADRE - TACNA","INSTALACION DEL SERVICIO DE ABASTECIMIENTO DE AGUA POTABLE Y SANEAMIENTO BASICO EN EL ANEXO DE SAGOLLO Y EN LA POBLACION DISPERSA DEL ANEXO DE CHIPE, DISTRITO DE LOCUMBA, PROVINCIA DE JORGE BASADRE - TACNA",20
176,"AMPLIACION DEL SERVICIO DE RECREACIÓN PASIVA Y CULTURAL EN EL ASENTAMIENTO HUMANO LAS VILCAS, DISTRITO DE ITE, PROVINCIA DE JORGE BASADRE - TACNA","AMPLIACION DEL SERVICIO DE RECREACIÓN PASIVA Y CULTURAL EN EL ASENTAMIENTO HUMANO LAS VILCAS, DISTRITO DE ITE, PROVINCIA DE JORGE BASADRE - TACNA",30
177,"AMPLIACION DE LOS SERVICIOS DE APOYO A LA CADENA PRODUCTIVA DE LACTEOS EN EL DISTRITO DE LOCUMBA, PROVINCIA DE JORGE BASADRE - TACNA","AMPLIACION DE LOS SERVICIOS DE APOYO A LA CADENA PRODUCTIVA DE LACTEOS EN EL DISTRITO DE LOCUMBA, PROVINCIA DE JORGE BASADRE - TACNA",38
178,"CREACION DEL SERVICIO DE ACCESO PEATONAL ENTRE LA ASOCIACION DE VIVIENDA VIÑAS DEL SUR Y VILLA  MUNICIPAL - VILLA LOCUMBA, PROVINCIA DE JORGE BASADRE - TACNA","CREACION DEL SERVICIO DE ACCESO PEATONAL ENTRE LA ASOCIACION DE VIVIENDA VIÑAS DEL SUR Y VILLA  MUNICIPAL - VILLA LOCUMBA, PROVINCIA DE JORGE BASADRE - TACNA",18
179,"MEJORAMIENTO DEL DESARROLLO PRODUCTIVO DE MAIZ AMILACEO EN LA COMUNIDAD DE RAPI, DISTRITO DE ANCO - LA MAR - AYACUCHO","MEJORAMIENTO DEL DESARROLLO PRODUCTIVO DE MAIZ AMILACEO EN LA COMUNIDAD DE RAPI, DISTRITO DE ANCO - LA MAR - AYACUCHO",38
180,"MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL ANEXO DE YUCAMANI  DEL  C.P. SANTA CRUZ, DISTRITO DE CANDARAVE, PROVINCIA DE CANDARAVE - TACNA","MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO EN EL ANEXO DE YUCAMANI  DEL  C.P. SANTA CRUZ, DISTRITO DE CANDARAVE, PROVINCIA DE CANDARAVE - TACNA",17
181,"MEJORAMIENTO DEL SERVICIO DE AGUA Y ALCANTARILLADO DEL CENTRO POBLADO CAPLINA, DISTRITO DE PACHIA - TACNA - TACNA","MEJORAMIENTO DEL SERVICIO DE AGUA Y ALCANTARILLADO DEL CENTRO POBLADO CAPLINA, DISTRITO DE PACHIA - TACNA - TACNA",16
182,"MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y DESAGUE EN EL CENTRO POBLADO CERRO BLANCO , DISTRITO DE PARAMONGA - BARRANCA - LIMA","MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y DESAGUE EN EL CENTRO POBLADO CERRO BLANCO , DISTRITO DE PARAMONGA - BARRANCA - LIMA",17
183,"MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y DESAGUE EN EL CENTRO POBLADO CERRO BLANCO , DISTRITO DE PARAMONGA - BARRANCA - LIMA","MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y DESAGUE EN EL CENTRO POBLADO CERRO BLANCO , DISTRITO DE PARAMONGA - BARRANCA - LIMA",16
184,"MEJORAMIENTO DE LAS VIAS VEHICULARES Y PEATONALES EN EL C. P. DE QUIVES, DISTRITO DE SANTA ROSA DE QUIVES - CANTA - LIMA","MEJORAMIENTO DE LAS VIAS VEHICULARES Y PEATONALES EN EL C. P. DE QUIVES, DISTRITO DE SANTA ROSA DE QUIVES - CANTA - LIMA",18
185,"MEJORAMIENTO Y AMPLIACIÓN DE LOS SISTEMAS DE AGUA POTABLE, ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES DEL DISTRITO DE HUANCAYA, PROVINCIA DE YAUYOS - LIMA","MEJORAMIENTO Y AMPLIACIÓN DE LOS SISTEMAS DE AGUA POTABLE, ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES DEL DISTRITO DE HUANCAYA, PROVINCIA DE YAUYOS - LIMA",16
186,"MEJORAMIENTO Y AMPLIACIÓN DE LOS SISTEMAS DE AGUA POTABLE, ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES DEL DISTRITO DE HUANCAYA, PROVINCIA DE YAUYOS - LIMA","MEJORAMIENTO Y AMPLIACIÓN DE LOS SISTEMAS DE AGUA POTABLE, ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES DEL DISTRITO DE HUANCAYA, PROVINCIA DE YAUYOS - LIMA",17
187,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA MEDIANTE EL SISTEMA DE MONITOREO Y VIGILANCIA  EN EL, DISTRITO DE INCLAN - TACNA - TACNA","AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA MEDIANTE EL SISTEMA DE MONITOREO Y VIGILANCIA  EN EL, DISTRITO DE INCLAN - TACNA - TACNA",40
188,"MEJORAMIENTO DE LA AVENIDA LITORAL EN EL TRAMO AVENIDA CRISTO REY - AVENIDA TARAPACA EN EL DISTRITO DE TACNA, PROVINCIA DE TACNA - TACNA","MEJORAMIENTO DE LA AVENIDA LITORAL EN EL TRAMO AVENIDA CRISTO REY - AVENIDA TARAPACA EN EL DISTRITO DE TACNA, PROVINCIA DE TACNA - TACNA",18
189,"MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE LA RED DE AGUA Y DESAGUE DEL DISTRITO DE VITIS, PROVINCIA DE YAUYOS - LIMA","MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE LA RED DE AGUA Y DESAGUE DEL DISTRITO DE VITIS, PROVINCIA DE YAUYOS - LIMA",17
190,"MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE LA RED DE AGUA Y DESAGUE DEL DISTRITO DE VITIS, PROVINCIA DE YAUYOS - LIMA","MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE LA RED DE AGUA Y DESAGUE DEL DISTRITO DE VITIS, PROVINCIA DE YAUYOS - LIMA",16
191,"MEJORAMIENTO DEL CIRCUITO DE LA CICLOVIA Y CORREDOR EN  LA LAGUNA COCHAPAMPA EN EL DISTRITO DE LARAOS, PROVINCIA DE YAUYOS - LIMA","MEJORAMIENTO DEL CIRCUITO DE LA CICLOVIA Y CORREDOR EN  LA LAGUNA COCHAPAMPA EN EL DISTRITO DE LARAOS, PROVINCIA DE YAUYOS - LIMA",18
192,"CONSTRUCCION DE PAVIMENTO RIGIDO Y VEREDAS DE LOS BARRIOS DE PROVENIR Y HUACCACHINA DEL DISTRITO DE TAMBO DE LA, PROVINCIA DE LA MAR - AYACUCHO","CONSTRUCCION DE PAVIMENTO RIGIDO Y VEREDAS DE LOS BARRIOS DE PROVENIR Y HUACCACHINA DEL DISTRITO DE TAMBO DE LA, PROVINCIA DE LA MAR - AYACUCHO",18
193,"CONSTRUCCION DE PISTAS Y VEREDAS EN LAS CALLES DE TUPAC AMARU Y PACCPAPATA, DISTRITO DE TAMBO, PROVINCIA DE LA MAR - AYACUCHO","CONSTRUCCION DE PISTAS Y VEREDAS EN LAS CALLES DE TUPAC AMARU Y PACCPAPATA, DISTRITO DE TAMBO, PROVINCIA DE LA MAR - AYACUCHO",18
194,"MEJORAMIENTO DE CALLES MEDIANTE LA PAVIMENTACION DE PISTAS Y VEREDAS DEL JR. LOS ROSALES, BARRIO DE CCAYAO, DISTRITO DE PUQUIO, PROVINCIA DE LUCANAS - AYACUCHO","MEJORAMIENTO DE CALLES MEDIANTE LA PAVIMENTACION DE PISTAS Y VEREDAS DEL JR. LOS ROSALES, BARRIO DE CCAYAO, DISTRITO DE PUQUIO, PROVINCIA DE LUCANAS - AYACUCHO",18
195,"MEJORAMIENTO DE CALLES MEDIANTE LA PAVIMENTACION DE PISTAS Y VEREDAS DEL JR CHIPAO, BARRIO DE CHAUPI, DISTRITO DE PUQUIO, PROVINCIA DE LUCANAS - AYACUCHO","MEJORAMIENTO DE CALLES MEDIANTE LA PAVIMENTACION DE PISTAS Y VEREDAS DEL JR CHIPAO, BARRIO DE CHAUPI, DISTRITO DE PUQUIO, PROVINCIA DE LUCANAS - AYACUCHO",18
196,"MEJORAMIENTO DE LAS CAPACIDADES COMPETITIVAS DE PRODUCTORES DE LA CADENA PRODUCTIVA DE LA LECHE  EN EL, DISTRITO DE COPORAQUE - ESPINAR - CUSCO","MEJORAMIENTO DE LAS CAPACIDADES COMPETITIVAS DE PRODUCTORES DE LA CADENA PRODUCTIVA DE LA LECHE  EN EL, DISTRITO DE COPORAQUE - ESPINAR - CUSCO",38
197,"MEJORAMIENTO DE CAPACIDADES TECNICAS EN INSTALACION, MANEJO Y CONSERVACION DE PASTIZALES EN LAS COMUNIDADES CAMPESINAS DEL, DISTRITO DE COPORAQUE - ESPINAR - CUSCO","MEJORAMIENTO DE CAPACIDADES TECNICAS EN INSTALACION, MANEJO Y CONSERVACION DE PASTIZALES EN LAS COMUNIDADES CAMPESINAS DEL, DISTRITO DE COPORAQUE - ESPINAR - CUSCO",38
198,"AMPLIACION DEL SISTEMA DE ELECTRIFICACION RURAL DE LOS SECTORES DE COQUIMBO Y PINTOBAMBA BAJA, DISTRITO DE OCOBAMBA - LA CONVENCION - CUSCO","AMPLIACION DEL SISTEMA DE ELECTRIFICACION RURAL DE LOS SECTORES DE COQUIMBO Y PINTOBAMBA BAJA, DISTRITO DE OCOBAMBA - LA CONVENCION - CUSCO",43
199,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO EN EL CENTRO POBLADO DE VERSALLES, DISTRITO DE OCOBAMBA - LA CONVENCION - CUSCO","MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO EN EL CENTRO POBLADO DE VERSALLES, DISTRITO DE OCOBAMBA - LA CONVENCION - CUSCO",16
200,"MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO RURAL EN EL SECTOR DE HUILLCAPUGIO, DISTRITO DE OCOBAMBA - LA CONVENCION - CUSCO","MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO RURAL EN EL SECTOR DE HUILLCAPUGIO, DISTRITO DE OCOBAMBA - LA CONVENCION - CUSCO",17
201,"MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DEL CENTRO POBLADO DE KELLCAYBAMBA, DISTRITO DE OCOBAMBA - LA CONVENCION - CUSCO","MEJORAMIENTO DE LA TRANSITABILIDAD VEHICULAR Y PEATONAL DEL CENTRO POBLADO DE KELLCAYBAMBA, DISTRITO DE OCOBAMBA - LA CONVENCION - CUSCO",18
202,"MEJORAMIENTO DEL SERVICIO DE PREVENCION DE LA VIOLENCIA Y LOS DELITOS DE LA DIVISION DE SEGURIDAD CIUDADANA DE LA MUNICIPALIDAD DISTRITAL DE CIUDAD NUEVA, DISTRITO DE CIUDAD NUEVA - TACNA - TACNA","MEJORAMIENTO DEL SERVICIO DE PREVENCION DE LA VIOLENCIA Y LOS DELITOS DE LA DIVISION DE SEGURIDAD CIUDADANA DE LA MUNICIPALIDAD DISTRITAL DE CIUDAD NUEVA, DISTRITO DE CIUDAD NUEVA - TACNA - TACNA",41
203,"CREACION DE LOS SERVICIOS DEPORTIVOS Y RECREATIVOS EN LA ASOCIACION DE VIVIENDA VILLA EL GRADUADO BASADRINO - ASOCIACION DE VIVIENDA VIRGEN DEL CARMEN VILLA INTERNACIONAL - VIÑANI III ETAPA, DISTRITO DE CORONEL GREGORIO ALBARRACIN LANCHIPA - TACNA -","CREACION DE LOS SERVICIOS DEPORTIVOS Y RECREATIVOS EN LA ASOCIACION DE VIVIENDA VILLA EL GRADUADO BASADRINO - ASOCIACION DE VIVIENDA VIRGEN DEL CARMEN VILLA INTERNACIONAL - VIÑANI III ETAPA, DISTRITO DE CORONEL GREGORIO ALBARRACIN LANCHIPA - TACNA -",30
204,"CREACION DE LA INFRAESTRUCTURA VIAL EN LA ASOCIACIÓN DE VIVIENDA PROMUVI LA UNIÓN II ETAPA, DISTRITO DE CORONEL GREGORIO ALBARRACIN LANCHIPA - TACNA - TACNA","CREACION DE LA INFRAESTRUCTURA VIAL EN LA ASOCIACIÓN DE VIVIENDA PROMUVI LA UNIÓN II ETAPA, DISTRITO DE CORONEL GREGORIO ALBARRACIN LANCHIPA - TACNA - TACNA",18
205,"MEJORAMIENTO DE LA PRODUCCION AGRICOLA DE LA TARA EN EL CENTRO POBLADO PAMPA SITANA DISTRITO DE LOCUMBA, PROVINCIA DE JORGE BASADRE - TACNA","MEJORAMIENTO DE LA PRODUCCION AGRICOLA DE LA TARA EN EL CENTRO POBLADO PAMPA SITANA DISTRITO DE LOCUMBA, PROVINCIA DE JORGE BASADRE - TACNA",38
206,"MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA PARA LA PREVENCIÓN DE DELITOS EN EL DISTRITO DE LOCUMBA, PROVINCIA DE JORGE BASADRE - TACNA","MEJORAMIENTO DEL SERVICIO DE SEGURIDAD CIUDADANA PARA LA PREVENCIÓN DE DELITOS EN EL DISTRITO DE LOCUMBA, PROVINCIA DE JORGE BASADRE - TACNA",41
207,"MEJORAMIENTO Y AMPLIACION DE LA RED ELECTRICA EN EL VALLE CINTO, DISTRITO DE LOCUMBA, PROVINCIA DE JORGE BASADRE - TACNA","MEJORAMIENTO Y AMPLIACION DE LA RED ELECTRICA EN EL VALLE CINTO, DISTRITO DE LOCUMBA, PROVINCIA DE JORGE BASADRE - TACNA",43
208,"MEJORAMIENTO DEL SERVICIO MEDIOAMBIENTAL Y DE ORNATO EN EL, DISTRITO DE ALTO DE LA ALIANZA - TACNA - TACNA","MEJORAMIENTO DEL SERVICIO MEDIOAMBIENTAL Y DE ORNATO EN EL, DISTRITO DE ALTO DE LA ALIANZA - TACNA - TACNA",31
209,"MEJORAMIENTO DE LOS SERVICIOS DE CEMENTERIO EN EL CENTRO POBLADO DE PILCOPATA, DISTRITO DE KOSÑIPATA, PROVINCIA DE PAUCARTAMBO - CUSCO","MEJORAMIENTO DE LOS SERVICIOS DE CEMENTERIO EN EL CENTRO POBLADO DE PILCOPATA, DISTRITO DE KOSÑIPATA, PROVINCIA DE PAUCARTAMBO - CUSCO",4
210,"CONSTRUCCION, MEJORAMIENTO DE PISTAS Y VEREDAS EN EL CENTRO POBLADO SAN PEDRO DE HUACARPANA, DISTRITO DE SAN PEDRO DE HUACARPANA - CHINCHA - ICA","CONSTRUCCION, MEJORAMIENTO DE PISTAS Y VEREDAS EN EL CENTRO POBLADO SAN PEDRO DE HUACARPANA, DISTRITO DE SAN PEDRO DE HUACARPANA - CHINCHA - ICA",18
211,"MEJORAMIENTO DEL SERVICIO DE EDUCACION INICIAL EN 03 I.E.I., DISTRITO DE SAN PEDRO DE HUACARPANA - CHINCHA - ICA","MEJORAMIENTO DEL SERVICIO DE EDUCACION INICIAL EN 03 I.E.I., DISTRITO DE SAN PEDRO DE HUACARPANA - CHINCHA - ICA",22
212,"MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LA COMUNIDAD CAMPESINA DE VILAVILANI, DISTRITO DE PALCA - TACNA - TACNA","MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LA COMUNIDAD CAMPESINA DE VILAVILANI, DISTRITO DE PALCA - TACNA - TACNA",17
213,"CREACION DE PISTAS Y VEREDAS EN EL CENTRO POBLADO DE VERACRUZ, DISTRITO DE TOTOS - CANGALLO - AYACUCHO","CREACION DE PISTAS Y VEREDAS EN EL CENTRO POBLADO DE VERACRUZ, DISTRITO DE TOTOS - CANGALLO - AYACUCHO",18
214,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO EN LAS LOCALIDADES DE CHACABAMBA, TOTOSPAMPA, SAN JOSE DE PINCOS, AYUTA Y  LLOCCLLASCCA ALTA DEL , DISTRITO DE TOTOS - CANGALLO - AYACUCHO","MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO BASICO EN LAS LOCALIDADES DE CHACABAMBA, TOTOSPAMPA, SAN JOSE DE PINCOS, AYUTA Y  LLOCCLLASCCA ALTA DEL , DISTRITO DE TOTOS - CANGALLO - AYACUCHO",16
215,"AMPLIACION DE SERVICIO INTRADOMICILIARIO HUAYLLAPATA, DISTRITO DE HUANCARANI - PAUCARTAMBO - CUSCO","AMPLIACION DE SERVICIO INTRADOMICILIARIO HUAYLLAPATA, DISTRITO DE HUANCARANI - PAUCARTAMBO - CUSCO",16
216,"AMPLIACION DE SERVICIO INTRADOMICILIARIO HUAYLLAPATA, DISTRITO DE HUANCARANI - PAUCARTAMBO - CUSCO","AMPLIACION DE SERVICIO INTRADOMICILIARIO HUAYLLAPATA, DISTRITO DE HUANCARANI - PAUCARTAMBO - CUSCO",17
217,"MEJORAMIENTO, AMPLIACION DEL SISTEMA BASICO INTEGRAL EN LA COMUNIDAD DE QUISICANCHA, DISTRITO DE HUANCARANI - PAUCARTAMBO - CUSCO","MEJORAMIENTO, AMPLIACION DEL SISTEMA BASICO INTEGRAL EN LA COMUNIDAD DE QUISICANCHA, DISTRITO DE HUANCARANI - PAUCARTAMBO - CUSCO",17
218,"MEJORAMIENTO, AMPLIACION DEL SISTEMA BASICO INTEGRAL EN LA COMUNIDAD DE QUISICANCHA, DISTRITO DE HUANCARANI - PAUCARTAMBO - CUSCO","MEJORAMIENTO, AMPLIACION DEL SISTEMA BASICO INTEGRAL EN LA COMUNIDAD DE QUISICANCHA, DISTRITO DE HUANCARANI - PAUCARTAMBO - CUSCO",16
219,"MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE AGUA POTABLE Y DESAGUE EN EL CENTRO POBLADO DE CHACABAMBA, DISTRITO DE HUANCARANI - PAUCARTAMBO - CUSCO","MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE AGUA POTABLE Y DESAGUE EN EL CENTRO POBLADO DE CHACABAMBA, DISTRITO DE HUANCARANI - PAUCARTAMBO - CUSCO",17
220,"MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE AGUA POTABLE Y DESAGUE EN EL CENTRO POBLADO DE CHACABAMBA, DISTRITO DE HUANCARANI - PAUCARTAMBO - CUSCO","MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE AGUA POTABLE Y DESAGUE EN EL CENTRO POBLADO DE CHACABAMBA, DISTRITO DE HUANCARANI - PAUCARTAMBO - CUSCO",16
221,"AMPLIACION Y MEJORAMIENTO EL SISTEMA DE SANEAMIENTO BASICO INTEGRAL DE LA C.C. URAYAYLLO, DISTRITO DE HUANCARANI - PAUCARTAMBO - CUSCO","AMPLIACION Y MEJORAMIENTO EL SISTEMA DE SANEAMIENTO BASICO INTEGRAL DE LA C.C. URAYAYLLO, DISTRITO DE HUANCARANI - PAUCARTAMBO - CUSCO",17
222,"AMPLIACION Y MEJORAMIENTO EL SISTEMA DE SANEAMIENTO BASICO INTEGRAL DE LA C.C. URAYAYLLO, DISTRITO DE HUANCARANI - PAUCARTAMBO - CUSCO","AMPLIACION Y MEJORAMIENTO EL SISTEMA DE SANEAMIENTO BASICO INTEGRAL DE LA C.C. URAYAYLLO, DISTRITO DE HUANCARANI - PAUCARTAMBO - CUSCO",16
223,"CREACION DEL SERVICIO DE TRANSITABILIDAD EN LA LOCALIDAD DE YANGAS, DISTRITO DE SANTA ROSA DE QUIVES - CANTA - LIMA","CREACION DEL SERVICIO DE TRANSITABILIDAD EN LA LOCALIDAD DE YANGAS, DISTRITO DE SANTA ROSA DE QUIVES - CANTA - LIMA",18
224,"MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LA COMUNIDAD DE UTCAS, DISTRITO DE CAJATAMBO, PROVINCIA DE CAJATAMBO - LIMA","MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LA COMUNIDAD DE UTCAS, DISTRITO DE CAJATAMBO, PROVINCIA DE CAJATAMBO - LIMA",16
225,"MEJORAMIENTO DE PISTAS Y VEREDAS DE LA LOCALIDAD DE MANAS, DISTRITO DE MANAS, PROVINCIA DE CAJATAMBO - LIMA","MEJORAMIENTO DE PISTAS Y VEREDAS DE LA LOCALIDAD DE MANAS, DISTRITO DE MANAS, PROVINCIA DE CAJATAMBO - LIMA",18
226,"INSTALACION DE DEFENSA RIBEREÑA EN LA MARGEN DERECHA DEL RIO CUCHICHACA, A LA ALTURA DEL PUENTE CUCHICHACA, DISTRITO DE CAJATAMBO, PROVINCIA DE CAJATAMBO - LIMA","INSTALACION DE DEFENSA RIBEREÑA EN LA MARGEN DERECHA DEL RIO CUCHICHACA, A LA ALTURA DEL PUENTE CUCHICHACA, DISTRITO DE CAJATAMBO, PROVINCIA DE CAJATAMBO - LIMA",39
227,"MEJORAMIENTO DE VÍAS URBANAS CALLES, JIRONES Y PASAJES EN EL CASCO URBANO DE LA LOCALIDAD DE  SANTA ROSA, DISTRITO DE SANTA ROSA - LA MAR - AYACUCHO","MEJORAMIENTO DE VÍAS URBANAS CALLES, JIRONES Y PASAJES EN EL CASCO URBANO DE LA LOCALIDAD DE  SANTA ROSA, DISTRITO DE SANTA ROSA - LA MAR - AYACUCHO",18
228,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD PEATONAL Y VEHICULAR EN LAS CALLES DE HUACACHIPATA, APUCANCHA, LOS HEROES, CHIHUANPATA Y AV. PRINCIPAL DE LA LOCALIDAD DE RUMI RUMI, DISTRITO DE CHILCAS - LA MAR - AYACUCHO","MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD PEATONAL Y VEHICULAR EN LAS CALLES DE HUACACHIPATA, APUCANCHA, LOS HEROES, CHIHUANPATA Y AV. PRINCIPAL DE LA LOCALIDAD DE RUMI RUMI, DISTRITO DE CHILCAS - LA MAR - AYACUCHO",18
229,"AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE SANEAMIENTO BASICO EN LA COMUNIDAD CAMPESINA DE HUACANCCA, DISTRITO DE CHALLABAMBA - PAUCARTAMBO - CUSCO","AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE SANEAMIENTO BASICO EN LA COMUNIDAD CAMPESINA DE HUACANCCA, DISTRITO DE CHALLABAMBA - PAUCARTAMBO - CUSCO",16
230,"MEJORAMIENTO DE LAS CAPACIDADES EN LA CRIANZA DE ANIMALES MENORES EN LAS COMUNIDADES DEL, DISTRITO DE CHALLABAMBA - PAUCARTAMBO - CUSCO","MEJORAMIENTO DE LAS CAPACIDADES EN LA CRIANZA DE ANIMALES MENORES EN LAS COMUNIDADES DEL, DISTRITO DE CHALLABAMBA - PAUCARTAMBO - CUSCO",38
231,"MEJORAMIENTO DE LA PRODUCCION Y PRODUCTIVIDAD DEL CULTIVO DE CAFE EN EL, DISTRITO DE CHALLABAMBA - PAUCARTAMBO - CUSCO","MEJORAMIENTO DE LA PRODUCCION Y PRODUCTIVIDAD DEL CULTIVO DE CAFE EN EL, DISTRITO DE CHALLABAMBA - PAUCARTAMBO - CUSCO",38
232,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE SANEAMIENTO BASICO EN LA COMUNIDAD CAMPESINA DE LAMBRAMPATA, DISTRITO DE CHALLABAMBA - PAUCARTAMBO - CUSCO","MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE SANEAMIENTO BASICO EN LA COMUNIDAD CAMPESINA DE LAMBRAMPATA, DISTRITO DE CHALLABAMBA - PAUCARTAMBO - CUSCO",16
233,"CREACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN EL ANEXO DE CORUCA, DISTRITO DE INCLAN - TACNA - TACNA","CREACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN EL ANEXO DE CORUCA, DISTRITO DE INCLAN - TACNA - TACNA",16
234," CREACION DEL SISTEMA ALCANTARILLADO Y MEJORAMIENTO DE AGUA POTABLE EN EL CENTRO POBLADO DE SANTA MARIA DE OTOPONGO ETAPA II, DISTRITO DE PATIVILCA - BARRANCA - LIMA"," CREACION DEL SISTEMA ALCANTARILLADO Y MEJORAMIENTO DE AGUA POTABLE EN EL CENTRO POBLADO DE SANTA MARIA DE OTOPONGO ETAPA II, DISTRITO DE PATIVILCA - BARRANCA - LIMA",17
